CIP;NOM;P VENTE;P ACHAT;REMISE;TVA;FAMILLE;EMPLACEMT;STOCK;SEUIL;QTE REAPPRO
2269120;FLAGYL 0,5G INJ B/1A                    ;3180;2086;0;0;0;17;0;0;0
2269137;GASEC 20MG B/28                         ;8965;5929;0;0;0;2;2;1;1
2269189;IREX 12 SIROP 200ML                     ;2295;1519;0;0;0;26;1;0;0
2269203;ALFER 100MG CP B/30;2755;1824;0;0;0;28;1;0;0
2269309;MAGNORAL AMP BUV 10ML B/20              ;3470;2299;0;0;5;25;11;0;0
2269321;TISANE FEIYAN METAL B/40                ;8515;5638;0;0;0;62;0;0;0
2269338;TISANE FEIYAN CARTON                    ;8890;5991;0;0;0;62;0;0;0
2269344;AMEP 10MG CP B/14                       ;4260;2801;0;0;0;28;0;1;1
2269350;ROCEPHINE 250MG IM INJ B/1              ;4425;2910;0;0;0;7;0;0;0
2269373;AMEP 5MG CP B/14                        ;2685;1779;0;0;0;28;0;0;0
2269433;NURSIE 1 AR B/400G                      ;4640;3876;0;1;1;3;5;0;0
2269456;NURSIE 2 AR B/400G                      ;4610;3876;0;1;1;3;3;0;0
2269574;CHERICOF SP F/100ML                  ;1435;949;0;0;1;31;6;0;0
2269580;FERCEFOL COMP B/30                      ;1750;1158;0;0;3;30;10;1;1
2269597;FERCEFOL SP F/150ML                     ;1915;1268;0;0;3;26;26;8;11
2269634;PROTON 20MG GEL B/14                    ;3710;2453;0;0;0;32;2;0;0
2269663;LUMARTEM 20/120 CP B/24                 ;2500;1651;0;0;0;74;0;3;4
2269746;CLARIWIN 500MG CP B/10                   ;6650;4624;0;0;0;28;2;3;5
2269752;VAC DULTAVAX  1 DOSE                  ;9645;6386;0;0;0;48;0;5;7
2269769;FERROSTRANE SP FL/200ML                 ;2940;1947;0;0;0;26;0;0;0
2269798;VAC PENTAXIM SER B/1                        ;23050;16027;0;0;0;48;0;1;1
2269864;COAMOX 1000 CP B/12                     ;7605;5016;0;0;2;28;-1;0;0
2269901;AMLOR 5MG B/14;7510;4953;0;0;0;28;0;0;0
2269918;HAEM UP GELULES B/30                    ;1265;839;0;0;1;2;2;0;0
2269924;AMLOR 5MG B/56                          ;12385;8181;0;0;0;28;0;0;0
2269999;VIRIX GEL B/15                          ;5500;3639;0;0;0;64;0;0;0
2270011;BINOZYT 500MG CP B/3                    ;5540;3649;0;0;0;28;0;0;0
2270028;CAPTOPRIL DENK 25MG CP 20               ;2305;1505;0;0;2;28;5;1;2
2270034;CIPRO DENK 500MG B/10                   ;4165;2737;0;0;1;28;2;0;0
2270040;DENKALGIN PAIN RELIEF B/20              ;1115;738;0;0;0;27;0;1;2
2270092;DARTE Q CAPS B/9                        ;3875;2545;0;0;0;29;0;0;0
2270152;AMOXICIL UBI 125MG F/60ML               ;925;593;0;0;0;26;8;0;0
2270181;CONFIANCE B/3X28 COMP                   ;500;290;0;0;14;28;53;8;12
2270198;AQUAFRESH DENT ANTIT 75ML               ;1570;1032;0;1;0;52;0;1;2
2270206;AQUAFRESH DENT FORM BLANCHEUR           ;2360;1549;0;1;0;52;0;0;0
2270241;CHANTAL ROJANE EAU DE TOILETTE ALTESSE                     ;2695;1893;0;1;1;19;2;0;0
2270254;RICONIA CP B/30                         ;2230;1470;0;0;0;21;0;1;1
2270287;DARTRAN LOTION FL/150ML                 ;2175;1437;0;0;1;36;2;0;0
2270301;LINMOX-500 GEL B/12                     ;1505;976;0;0;0;27;0;0;0
2270347;SODROL 40 INJ B/1                       ;1460;963;0;0;0;7;12;0;0
2270353;APIFEN 200MG CP B/20                    ;1050;695;0;0;0;23;0;0;0
2270442;BABYGIENE BAIN MOUSSANT F/500 ML;2140;1542;0;1;0;19;4;0;0
2270459;BABYGIENE CREME LAVANTE F/500ML              ;2140;1526;0;1;0;19;2;0;0
2270471;BABYGIENE SHAMP DOUCEUR 500ML           ;2050;1475;0;1;0;19;0;0;0
2270488;BALCON FLEURI AMBREE 500ML              ;3280;2362;0;0;0;55;0;0;0
2270519;BANDE CREP F LOHM 4X5                   ;410;233;0;0;0;59;0;0;0
2270531;BANDE CREPE F LOHM 4X10 17816           ;625;431;0;0;0;59;0;0;0
2270548;BANDE CREPE 4X15 LOH                    ;990;660;0;0;0;58;0;0;0
2270560;BANDE DE GAZE 3X5 B/10                  ;1925;1578;0;1;0;15;1;3;5
2270577;BANDE GAZE 3X7 B/10                     ;1710;1190;0;1;0;0;0;0;0
2270583;BANDE GAZE 3X10 B/10                    ;2400;1588;0;1;0;56;0;0;0
2270695;TICASSE 625MG CP B/15                     ;5070;3338;0;0;0;21;1;1;1
2270761;BIODERMA LAIT CLAR 500ML                ;7215;4951;0;1;0;51;0;0;0
2270784;BIODERMA LAIT HYDR 500ML                ;7820;5369;0;1;0;51;0;1;1
2270821;BIODERMA LAIT TEIN CLA 500ML            ;6930;4757;0;1;0;51;0;9;14
2270838;BLE POMME BANANE 130G;1590;1042;0;1;0;3;1;17;26
2270844;BLE POMMES POIRE 130G                   ;1590;1042;0;1;0;3;2;2;2
2270991;COTON TIGE  LOTUS DIST/ 190               ;1550;1030;0;1;0;14;4;0;0
2271022;COTRIM FORT 960 CREAT BOITE /10              ;1185;766;0;0;2;28;2;0;0
2271045;SONDE FOLEY HOM 2V CH24                 ;800;527;0;1;0;58;0;1;1
2271080;AMARYL M 1MG CP B/30                    ;4215;2771;0;0;0;28;0;1;2
2271097;AMARYL M 2MG B/30                       ;6585;4342;0;0;3;28;5;0;0
2271111;CANDI 150 CAPS B/4                      ;3140;2080;0;0;0;28;4;2;3
2271134;DIMITANA POMMADE TB/30G                 ;1760;1163;0;0;0;6;2;0;0
2271140;AZICURE 500 MG CP B/3;4990;3284;0;0;0;28;10;0;0
2271157;EAU DISTILLEE PLAST 10L;7460;4927;0;1;0;67;0;0;0
2271223;EAU JEUNE EDT DEMON VAPO 75ML           ;6505;4796;0;1;0;53;0;1;1
2271246;BETASONE 0.5 GTTE BUV 30ML              ;3295;2156;0;0;1;13;3;0;0
2271269;AZIX 500MG CP B/3                       ;6640;4378;0;0;2;28;5;4;6
2271275;EAU JEUNE ORIENTALE                     ;6735;4848;0;1;0;53;0;1;2
2271312;ERYTHROMYCINE 500MG CP B/100            ;15050;9943;0;0;0;63;0;1;1
2271358;OTENTIKA PREM TOUCH CL 300ML            ;14820;9734;0;1;0;54;0;2;3
2271364;FLUORYL BROSSE/ENF                      ;1655;1218;0;1;0;41;4;0;0
2271370;FLUORYL BROSSE/DURE                     ;1500;1174;0;1;0;41;0;0;0
2271387;FLUORYL BROSSE/MEDIUM                   ;1750;1218;0;1;2;41;2;2;2
2271401;FLUOGEL DENTIF T/125ML                  ;1840;1402;0;1;0;41;0;4;6
2271418;FLUOGEL DENTIF T/75 ML                  ;1040;746;0;1;0;41;1;0;0
2271424;FLUORYL DENTIF T/125ML                  ;2380;1414;0;1;3;41;4;0;0
2271430;ARTEDAR 50MG KIT 6+2CP                  ;1435;926;0;0;0;29;0;0;0
2271447;ARTEMETHER 80MG UBI B/10                ;9950;6567;0;0;0;7;2;0;0
2271453;OTENTIKA PREM LAIT MAXITONE 300ML       ;14820;9734;0;1;0;54;0;1;1
2271476;GELOFUSINE SOL INJ 500ML                ;4120;2727;0;0;2;17;1;3;5
2271482;GLYSS AD SUPPO B/10                     ;1155;766;0;0;1;10;2;4;5
2271559;HEPTAMINOL REN INJ B/100                ;30305;20980;0;0;0;63;0;0;0
2271565;AZICURE 200 SP;4440;2919;0;0;0;26;1;0;0
2271571;LIFELO HERBPOWER B/50CP                 ;4690;3967;0;0;0;64;0;4;6
2271588;LIFELO LAXITY COMP B/50                 ;4660;3967;0;0;0;64;0;31;46
2271619;VENDOME LUBRIFIANT GEL INTIME 50ML             ;2780;1963;0;1;1;41;3;0;0
2271648;BILOR 10MG CPR B/10;2890;1916;0;0;0;28;0;3;4
2271654;MIXA BEBE LAIT DE TOILETTE 250 ML;2500;1867;0;1;0;19;3;0;0
2271677;MIXA FRAICHEUR LAIT DE BEAUTE RAFRAICHISSANT F/250ML                    ;2380;1574;0;1;0;19;0;0;0
2271714;MIXA CREME MAIN REPARATRICE 100 ML PX SECHES;4990;3305;0;1;0;19;1;0;0
2271743;NIVEA DEO F S/ALC AERO 81604            ;3120;2051;0;1;0;53;0;1;1
2271766;NIVEA DEO FEMME STICK 81633             ;3120;2051;0;0;0;54;0;0;0
2271795;NIVEA GOMMANT PR LE CORPS               ;3970;2957;0;0;0;54;0;0;0
2271803;NIVEA LABELLO GLOS&SHINE                ;2205;1447;0;1;0;48;0;1;1
2271826;NIVEA SAVON CR                          ;880;579;0;0;0;52;0;2;3
2271832;NIVEA VIS GOMMAGE DOUC 75ML             ;4550;2990;0;1;0;54;0;0;0
2271890;PENTO CREME CAPILLAIRE                  ;2055;1452;0;0;0;51;0;0;0
2271921;CETAFOR 1000MG INJ IV B/1;2510;1642;0;0;0;7;2;0;0
2271938;CETAFOR 1000MG IM INJ B/1;2480;1642;0;0;0;7;2;0;0
2271944;CIPROFLOXACINE 750MG 10X10CP            ;11600;7662;0;0;0;33;1;0;0
2271950;POT VISANT 125ML                        ;1095;724;0;1;0;67;0;2;2
2271973;FRENCH FEELINGS P/3;400;310;0;0;0;41;3;0;0
2271996;FRENCH FEELINGS BANANE                  ;490;370;0;0;0;41;7;0;0
2272004;FRENCH FEELINGS FRAISE                   ;480;372;0;0;0;41;7;0;0
2272010;PRESERV LABEL VIE B/3;410;319;0;0;0;41;0;0;0
2272027;PRES PRUDENCE + 12X24                   ;1345;1042;0;0;0;62;0;1;1
2272062;LIFELO PURE COLON B/50CP                ;4840;4012;0;0;0;64;0;0;0
2272145;SIGNAL PROTEC CARIES 150G               ;1015;668;0;0;0;52;0;3;4
2272151;CIPRONAT 250MG B/14                     ;1655;1095;0;0;0;28;1;0;0
2272174;LIFELO STRONG B/50 COMP                 ;6075;4012;0;0;0;64;0;1;1
2272197;THE SLIMING AMAIGR S/50                 ;6335;4472;0;1;0;34;1;6;8
2272211;UNIMARK HCG TEST                        ;1395;750;0;0;0;48;0;1;2
2272228;LILAS MATERNITE P/10                    ;1330;902;0;1;0;41;6;1;2
2272234;LILAS MAXI  NUIT SERVIET P/10                    ;520;320;0;1;0;41;1;0;0
2272240;LILAS NORMAL B/10                       ;635;310;0;1;0;41;0;0;0
2272257;LILAS NORMALE SERV P/30                 ;2095;1375;0;1;0;41;1;0;0
2272263;PRESERV GTM CLASSIC B/3                    ;360;278;0;0;0;41;0;0;0
2272300;PRES GTM COOL P/3                       ;515;398;0;0;0;62;0;0;0
2272369;VIT C 500 CP SUCER 10X10 CH             ;4725;3128;0;0;0;63;0;1;2
2272398;A BAS L'APPETIT GEL B/50                   ;5500;4242;0;1;0;29;1;1;1
2272429;AQUAFRESH DENT JUNIOR T/50ML            ;1780;1171;0;1;0;52;0;1;1
2272435;CIPRONAT 500MG B/14                     ;2785;1824;0;0;0;28;2;0;0
2272441;BIODERMA CLARTE CR DE JOUR              ;4265;2824;0;1;0;54;0;1;2
2272470;CEDROX 500MG PDRE SUSP FL/60ML                         ;4810;3165;0;0;1;26;8;0;0
2272493;CIPRONAT 750MG B/14                     ;3885;2554;0;0;0;28;3;0;0
2272518;COOLZ SUSP BUV F/200ML                  ;2920;1934;0;0;0;26;0;0;0
2272547;DOLO 500MG CPR BT/10                    ;470;312;0;0;0;23;0;0;0
2272582;FINESTYL GEL                            ;5120;4000;0;0;0;64;0;0;0
2272599;HEMONAT GELULE                          ;5665;3630;0;1;0;29;2;0;0
2272613;LOXONE-400 COMP B/10                    ;2025;1320;0;0;0;27;0;4;5
2272642;METRONIDAZOLE CREAT 500 BL 10X10           ;8005;5281;0;0;0;33;3;5;8
2272665;MORTIN FORTE 960MG B/10CP               ;1255;812;0;0;0;27;0;0;0
2272671;GYNOSPAN SUPPO B/10                     ;2065;1368;0;0;14;10;77;2;3
2272688;MULTI-MINCE POT/150ML                   ;6295;4135;0;0;0;54;0;2;2
2272694;NETORGAN F/150ML                        ;6800;5313;0;1;0;64;0;0;0
2272702;NOOTROPYL INJ B/4                       ;4630;3047;0;0;0;7;0;0;0
2272731;PEDIAVIT SP SOL BUV 100ML                 ;1790;1185;0;0;0;26;0;3;4
2272754;PARACETAMOL CREAT 500 B/100 CH;19290;12771;0;0;0;33;1;0;0
2272777;PLENITUDE PZ LOTION CLARIFIANTE         ;4850;3956;0;1;0;54;0;0;0
2272783;LOSAR DENK 100 B/20                     ;12430;8212;0;0;0;75;0;0;0
2272837;SODIUM CHL 0.9% 250ML PHARMIVOIRE            ;825;545;0;0;0;17;-1;0;0
2272955;LUMITER 20/120 MG CP B/24;2525;1649;0;0;0;29;0;0;0
2272990;AMOXICIL SANDZ 500 CH 10X10             ;6720;4451;0;0;0;63;0;2;3
2273009;ANTIDOL 500MG COMP B/20                 ;785;520;0;0;2;23;0;3;4
2273021;ARTINAT GEL B/50                        ;4580;3615;0;0;0;29;1;6;8
2273038;BACTOPOUMON SP FL/100ML                 ;2100;1368;0;0;0;31;0;1;2
2273044;BENZOSEPT COLLYRE FL 5ML                ;930;614;0;0;0;22;1;1;2
2273067;BUSTE GELULES                           ;8000;6150;0;0;0;29;0;2;3
2273104;CLARABEL LOTION 250ML                   ;850;625;0;1;0;54;0;4;6
2273162;NALGESIC 300MG CPS B/12                 ;2025;1323;0;0;0;32;2;4;6
2273179;AKARYD COMP B/20                        ;3805;2499;0;0;4;28;2;0;0
2273185;DYSENTYL 200MG B/30 CP                  ;2700;1770;0;0;0;30;1;0;0
2273191;VOTREX 50MG CP B/20                     ;1270;821;0;0;0;21;0;0;0
2273222;RESTAMINE 10MG B/10CP                   ;1520;976;0;0;0;21;0;1;1
2273239;DIADERMINE SAVON DERMATOLOGIQUE VIS-CORPS / 100G                   ;1440;946;0;1;0;19;0;0;0
2273245;DIE KOUADIO GEL                         ;4995;3286;0;1;1;29;5;0;0
2273268;HEPATIC GEL                             ;4880;3445;0;1;1;29;3;0;0
2273274;KAMAX GEL B/50                       ;10000;7187;0;0;0;29;1;1;1
2273297;CEFALORAL 100MG B/10                    ;4440;2919;0;0;1;28;2;0;0
2273311;LIFELO GLANDULAR 450MG COMP/50          ;4500;3300;0;0;0;64;0;0;0
2273334;LIFELO SAV ANTISEPT                     ;1890;1240;0;1;0;52;0;2;3
2273340;MONT ST MICH AMB 250ML                  ;5450;3708;0;1;0;19;3;1;2
2273357;MONT ST MICH EDC AMB 500ML              ;5135;3372;0;1;0;19;0;2;3
2273363;MONT ST MICHEL EAU DE COLOGNE  FRAICHEUR 250 ML         ;5450;3707;0;1;0;19;0;1;1
2273386;MONT ST MICHEL EAU DE COLOGNE FRAICHEUR 500ML           ;8000;5254;0;1;0;19;2;0;0
2273423;MONT ST MICHEL EAU DE COLOGNE NATURELLE 500ML              ;8000;5254;0;1;0;19;2;0;0
2273446;MOUSTIM BERCEAU B/1                     ;5400;4185;0;0;0;55;0;0;0
2273452;MOUSTIM 2 PLACES B/1                    ;5400;4185;0;0;0;41;0;0;0
2273469;CEFALORAL 200CP B/10                    ;3930;2581;0;0;4;28;21;4;6
2273498;NIVEA BABY GEL LAVANT                   ;3870;2542;0;0;0;54;0;0;0
2273506;NIVEA BB LT TOIL 200ML 80562            ;2650;1999;0;1;0;55;0;30;45
2273529;FLUCAND 150MG GEL B/1                   ;2065;1368;0;0;0;30;1;0;0
2273541;NIVEA BABY SAV CREM                     ;915;630;0;1;0;52;0;0;0
2273564;NIVEA BABY TALC                         ;2940;1992;0;1;0;54;0;0;0
2273587;FRENCH FEELINGS CHOCOLAT                ;480;372;0;0;0;41;4;0;0
2273630;CIPHACET 150MG SUPP B/10                ;720;660;0;0;0;10;0;0;0
2273647;SOUTRA COMP B/50                        ;8000;6218;0;1;0;29;2;0;0
2273682;UNICROM 2% COLLYRE FL 5ML               ;2755;1824;0;0;0;22;0;12;18
2273707;VENUS B/50 GELULES                      ;8441;7153;0;1;0;29;0;0;0
2273713;CIPHACET 500 B/24CP CIPHARM             ;800;530;0;0;1;23;1;0;0
2273759;ALCOOL ETHYLIQUE 60° FLA/125ML                         ;1080;687;0;1;5;15;2;1;2
2273802;FLUSKIN GEL T/30G                       ;1395;903;0;0;0;6;1;0;0
2273860;LIFELO FLEXO B/50CP                     ;6075;4012;0;0;0;64;0;0;0
2273877;LIFELO GAIN POWER B/50                  ;4840;3198;0;0;0;64;0;0;0
2273883;LIFELO PROSTA POWER B/50                ;4660;3967;0;0;0;64;0;0;0
2273914;MANIX GELULE B/20                       ;6400;4290;0;1;0;41;1;0;0
2273937;MUCOSOL SRP ENF 200ML                   ;2930;1940;0;0;0;31;1;1;1
2273943;NETRAGETURE POT/50ML                    ;2360;1550;0;1;0;54;0;2;2
2273989;AMPIPHAR 500MG B/12                     ;1130;727;0;0;0;28;3;0;0
2273995;XGAIN GEL LUBRIFIANT 75ML               ;4055;2684;0;1;0;64;0;0;0
2274003;EBENE GEL CREME NOIR KIT HOMME                     ;3440;2453;0;1;0;19;2;2;2
2274026;GLUCOSE 10% 500ML PHARMIVOIRE;1045;689;0;0;0;17;0;0;0
2274048;SERUM GLUC 5%500ML UBI                  ;645;427;0;0;0;60;0;0;0
2274055;LIFELO SAVON ALOE VERA                  ;2040;1426;0;1;0;19;1;2;2
2274061;LIFELO SAV ANTI-RIDES                   ;3775;2480;0;1;0;52;0;0;0
2274078;LIFELO SAV ECLAIRCISST                  ;2455;1612;0;1;0;52;0;4;6
2274109;NOVATEN 50MG B/28CP                     ;4410;2919;0;0;0;75;0;0;0
2274115;PERLE LISS HUILE 40ML                   ;4060;2666;0;1;0;54;0;0;0
2274144;EBENE BAUME DEMELANT 250 ML             ;930;622;0;0;0;54;0;0;0
2274150;EBENE SHAMP ANTI PELL                   ;865;622;0;1;0;54;0;0;0
2274339;OZIBEN 200MG SACH B/3                   ;1860;1213;0;0;0;4;1;0;0
2274397;BICEF 500MG CP DISP                     ;3805;2503;0;0;0;28;0;0;0
2274411;CATHET S/AIL 18G B/1                    ;1065;706;0;1;0;58;0;0;0
2274440;CATHET S/AIL G20                        ;565;395;0;1;0;58;0;0;0
2274457;CATHET S/AIL G22                        ;1030;681;0;1;0;58;0;0;0
2274500;AMAPINE 5MG CP B/30;4715;3101;0;0;0;28;2;2;2
2274523;GRISEOFULVINE 250MG CREAT CH            ;6960;4588;0;0;0;33;1;0;0
2274546;LIFELO HEART PLUS 500MG B/50            ;6075;4012;0;0;0;64;0;0;0
2274606;ANALISA TEST GROSS;1500;1206;0;0;0;48;0;0;0
2274693;PRES KAMAX SPOR FRAISE B/3              ;520;398;0;0;0;62;0;0;0
2274701;PRIM AGE CR ULT NOUR 150ML              ;4335;2869;0;0;0;54;0;0;0
2274747;ALPHAVIT SP 120ML                       ;3030;2007;0;0;0;26;2;0;0
2274753;MEGACEF 200MG CP B/16                   ;11120;7343;0;0;1;32;3;1;2
2274807;PEDIFEN 400 CP B/30                     ;2370;1551;0;0;0;23;3;0;0
2274813;ELSTATIN 20MG B/30                      ;6125;4043;0;0;0;30;0;1;2
2274836;JUVAMINE FIZZ VITC+CA                   ;3675;2462;0;1;2;20;0;0;0
2274888;NIVEA BABY EAU SENTEUR 150 ML           ;3065;2014;0;0;0;54;0;3;4
2274894;NURSIE 1E AGE LAIT PDRE B/400G                    ;4165;3475;0;1;21;3;86;0;0
2274948;DIGEST GELULES                          ;4240;3313;0;0;0;29;0;1;1
2274960;SERINGUE ORDINAIRE 2.5ML/CC   B/100                      ;8425;5649;0;1;0;33;2;0;0
2274977;HYDRALISS HUILE FL/125ML                ;1530;1004;0;1;0;54;0;1;1
2274983;HYDRALISS LAIT FL/250ML                 ;1335;878;0;1;0;54;0;1;1
2275008;INTIMITE GELULE B/50                    ;5415;4001;0;1;0;29;2;0;0
2275066;TIMOSOL 0,5% CY FL/5ML                  ;1145;739;0;0;0;22;0;0;0
2275178;HYDRALISS SAVON 250G                    ;580;378;0;1;2;52;0;0;0
2275184;NOVOGESIC SP FL/60ML                    ;1915;1268;0;0;0;26;0;1;1
2275209;INS INSULATARD PENF 100UI               ;26395;17479;0;0;0;48;0;1;1
2275215;INS MIXT 30 PENF HM 100UI               ;26395;17479;0;0;0;48;0;1;2
2275304;DOLORA 100ID CP B/10                    ;3640;2390;0;0;1;30;1;2;2
2275310;RINGER LACTATE 500ML PHARMIVOIRE        ;950;628;0;0;0;17;7;12;18
2275327;S'SPIRULINE GEL B/120                   ;10030;6628;0;0;0;20;1;0;0
2275333;TRIAM DENK 40MG INJ B/10                ;13805;9125;0;0;0;7;7;0;0
2275416;MIXA LAIT CORP ALLANTO B/250            ;3030;2181;0;1;0;54;0;0;0
2275439;FLUOJUNIOR GEL DENT 50ML 07/12ANS       ;1290;872;0;1;1;41;2;0;0
2275445;CLARA CLEAR GOLD LAIT 200 ML            ;1910;1408;0;1;0;51;0;3;5
2275451;CLARA CLEAR GOLD LAIT 500 ML            ;3625;2610;0;1;0;51;0;0;0
2275468;CLARA CLEAR GOLD LOTION 200 ML          ;1670;1229;0;1;0;51;0;1;1
2275474;CLARA CLEAR GOLD HUILE 200ML            ;2815;2028;0;1;0;51;0;1;2
2275480;CLARA CLEAR GOLD GEL LAV                ;1810;1305;0;1;0;51;0;0;0
2275497;BOUTCHOU TETINE 1A LATEX B/3            ;1665;978;0;1;0;54;0;1;1
2275505;OMEGEN 20MG GEL B/7;2275;1505;0;0;0;32;1;0;0
2275511;OMEGEN 20MG B/14                        ;2660;1742;0;0;0;32;1;0;0
2275528;OMEGEN 20MG B/28                        ;4550;2992;0;0;0;32;3;0;0
2275592;CETAMYL 500 MG CP SEC B/20 ;1115;739;0;0;0;23;2;0;0
2275698;CIVASTINE 10MG CP B/28                  ;6500;4284;0;0;0;28;0;0;0
2275741;LOMET 30MG B/7;2275;1505;0;0;0;74;0;0;0
2275770;LOMET 30MG B/14                         ;4295;2963;0;0;0;27;0;1;1
2275801;CIVASTINE 20MG B28/CP                   ;12280;8118;0;0;0;28;0;0;0
2275818;CIVASTINE 40MG B28/CP                   ;16860;11164;0;0;0;28;0;0;0
2275899;OMICAP COMP B/14                        ;9450;6260;0;0;0;32;1;0;0
2275965;ALCOOL ETHYLIQUE 2L                     ;4080;2678;0;1;0;60;0;0;0
2275994;CIMETROL 500MG CP B/20                  ;1240;821;0;0;0;28;0;0;0
2276002;CIMOXYL 500MG CP B/12                   ;1190;785;0;0;0;28;0;0;0
2276025;FLOXINE 400 MG B/10;5490;3615;0;0;0;73;0;4;5
2276054;LIC CIFLOX 500MG B/10                   ;2500;1651;0;0;0;32;3;3;4
2276060;LIC PARA CP 500MG B/16                  ;385;253;0;0;5;23;6;0;0
2276083;PALUXIN CPB/3                           ;600;377;0;0;2;29;0;1;1
2276120;PAMPERS COUC MIDI 4/9 B/22              ;5200;3416;0;1;0;55;0;0;0
2276166;ZABEN 400MG B/1CP                       ;700;442;0;0;0;4;0;0;0
2276232;DOLREX LP 100MG GEL B/20;2530;1651;0;0;0;73;0;0;0
2276249;MAGNESIA CINFA 260ML SRP                ;2315;1532;0;0;0;26;0;0;0
2276261;PLENITUDE AGE PERF CR/JOUR              ;7820;5628;0;1;0;54;0;0;0
2276278;TENSTAB LP 20MG B/28                    ;4060;2649;0;0;0;21;0;0;0
2276321;CLARA CLEAR GEL LAVAN 200ML            ;1280;911;0;1;0;51;0;1;1
2276338;CLARA CLEAR HUILE NORM 200ML            ;1625;1202;0;1;0;51;0;1;1
2276344;CLARA CLEAR HUILE PREMIU 200ML          ;2010;1481;0;1;0;51;0;0;0
2276367;CLARA CLEAR LAIT 500ML                  ;2320;1675;0;1;0;51;0;0;0
2276373;CLARA CLEAR LOTION 200ML;1050;749;0;1;0;54;0;0;0
2276396;COLLEC URINE COPH STER                  ;495;327;0;1;0;58;0;0;0
2276410;CONVULEX 50MG/1MG SP                    ;6365;4195;0;0;0;26;1;0;0
2276427;CONVULEX 500MG CP B/40                 ;8840;5856;0;0;0;28;1;1;1
2276485;EXCLUSIVE WH SAVON 200G                 ;3625;2480;0;1;0;19;0;0;0
2276568;SERINGUE ORDINAIRE 5CC/ML B/100;9275;6430;0;1;0;33;3;0;0
2276611;VITAMINE C GALENICA 1G CP EFF B/20;2340;1551;0;0;0;20;3;0;0
2276640;FRANCE LAIT LF;5390;4505;0;1;0;3;0;0;0
2276686;GLIMULIN 1MG COMP                       ;3730;2441;0;0;0;2;0;0;0
2276692;GLIMULIN 2MG COMP B/30                  ;5150;3412;0;0;0;2;0;1;2
2276700;DONTOMYCINE 3MUI CP B/10                ;4715;3101;0;0;0;30;2;2;3
2276717;LUMARTEM 180/1080MG SP                  ;2640;1744;0;0;0;29;0;0;0
2276769;HUILE DE CAROTTE 50ML                   ;6905;4872;0;0;0;54;0;0;0
2276798;LARITEM 40/240MG B/12                   ;2660;1741;0;0;0;29;1;0;0
2276812;EXCLUSIVE WH SERUM 30ML                 ;7830;5201;0;1;0;19;0;0;0
2276841;EXCLUSIVE F&W SAVON 200G              ;3615;2557;0;1;0;19;1;0;0
2276858;NEUROTOP R CP 300MG B/50                ;9970;6604;0;0;0;27;0;0;0
2276870;NEUROTOP 200MG CP B/50                  ;6640;4378;0;0;0;32;2;0;0
2276887;OVURINE TEST OVUL B/3                   ;7920;5233;0;0;0;43;0;0;0
2276918;SONDE FOLEY FEM CH16                    ;3215;527;0;1;0;58;0;0;0
2276930;PRONERV GEL  B/20                       ;3580;2372;0;0;0;32;4;0;0
2276947;DOLORA 100 INJ B/5                      ;3610;2189;0;0;0;7;0;3;4
2276953;RIFODERM 15G PDE                        ;1670;1105;0;0;0;35;0;1;1
2276982;S'SPIRULINE GEL B/40                ;3960;2807;0;1;0;20;2;0;0
2276999;DOLORA 200 ID CP B/20;10360;6840;0;0;0;30;2;0;0
2277088;ZOCIN 500MG B/3                         ;5540;3648;0;0;0;21;3;1;1
2277094;ANTIHEMO CINFA PDE                      ;2865;1878;0;0;1;6;0;7;11
2277154;DOXINE 200MG CP                         ;1700;1122;0;0;0;30;0;1;1
2277160;EPICRAN OMNI 6/10 23G                   ;225;150;0;0;0;58;0;0;0
2277214;KETOL 100MG CP B/30                     ;2640;1742;0;0;0;27;0;3;5
2277237;OFLOXIN 200MG B/10CP                    ;6440;4250;0;0;0;74;0;0;0
2277243;PRES KAMA DOTTED P/3                    ;560;434;0;0;0;62;0;4;5
2277266;EFFERALGAN CODEINE CP EFF B/16               ;2415;1578;0;0;9;23;14;0;0
2277272;AMLOVAS 5 MG B/30                       ;4620;3059;0;0;0;28;0;1;1
2277295;EXCLUSIVE SILK VIT C 30ML               ;16345;10820;0;0;0;54;0;2;3
2277326;GENTAMICINE PAN 40MG INJ B/10;4130;2737;0;0;0;7;0;2;3
2277332;COLCIBRA 100MG B/30                     ;7220;4779;0;0;0;28;3;0;0
2277378;GASPRAL 20MG B/30GEL                    ;5525;3639;0;0;1;2;2;0;0
2277415;OFLOCINE 200MG B/10                     ;2935;1925;0;0;3;32;3;0;0
2277450;SERINGUE PENTA NE PAS TAPER DESSUS              ;10451;7360;0;1;0;33;0;7;11
2277467;EXCLUSIVE GEL CREME 30 ML               ;4420;2925;0;0;0;54;0;4;6
2277504;PERFUSEUR PENTA AIR+AIG                 ;220;143;0;1;2;58;0;0;0
2277527;IBUDOL 400MG CP B/20                    ;1500;971;0;0;1;23;1;1;1
2277533;CALGIN 500 CP B/10                      ;870;556;0;0;1;28;5;0;0
2277562;CAPSULIDE 100MG B/10                    ;760;500;0;0;2;28;3;0;0
2277579;CARMOX 500MG GEL B/10                   ;2030;1321;0;0;1;28;2;0;0
2277591;ETHILON 0 TR 3/8 30MM                   ;2550;1860;0;0;0;58;0;0;0
2277674;GLYCERINE ECLAIRC 125 ML                ;5740;3782;0;1;0;54;0;0;0
